,Row.names,class,confidentNormal,pred,label,freq_cancer,freq_non_cancer
120,GSM4555887@122282764093291,normal,,0,0,,
121,GSM4555887@122282776087325,normal,,0,0,,
122,GSM4555887@122282776869813,tumor,,1,1,,
123,GSM4555887@122282795022764,normal,,0,0,,
124,GSM4555887@122282795190700,normal,,0,0,,
125,GSM4555887@122282795711331,filtered,,2,1,,
126,GSM4555887@122293352347422,normal,,0,0,,
127,GSM4555887@122293352618229,normal,,0,0,,
128,GSM4555887@122293352778077,normal,,0,0,,
129,GSM4555887@122293352848107,normal,,0,0,,
130,GSM4555887@122308384668981,normal,,0,0,,
131,GSM4555887@122308399388460,normal,,0,0,,
132,GSM4555887@122308399413988,normal,,0,0,,
133,GSM4555887@122308399905117,normal,,0,0,,
134,GSM4555887@122308399946468,normal,,0,0,,
135,GSM4555887@122308411681524,normal,,0,0,,
136,GSM4555887@122308430609244,normal,,0,0,,
137,GSM4555887@122308431043427,normal,,0,0,,
138,GSM4555887@122308431338283,normal,,0,0,,
139,GSM4555887@122308431375659,normal,,0,0,,
140,GSM4555887@122310397901046,normal,,0,0,,
141,GSM4555887@122310397942059,normal,,0,0,,
142,GSM4555887@122310412954868,normal,,0,0,,
143,GSM4555887@122310425003883,normal,,0,0,,
144,GSM4555887@122310425458987,tumor,,1,1,,
145,GSM4555887@122310425732854,normal,,0,0,,
146,GSM4555887@122310425790811,normal,,0,0,,
147,GSM4555887@122310444051811,normal,,0,0,,
148,GSM4555887@122310444345635,normal,,0,0,,
149,GSM4555887@122428777936749,normal,,0,0,,
150,GSM4555887@122428777946397,normal,,0,0,,
151,GSM4555887@122428778199987,normal,,0,0,,
152,GSM4555887@122428778506974,normal,,0,0,,
153,GSM4555887@122428793240925,tumor,,1,1,,
154,GSM4555887@122428823816629,tumor,,1,1,,
155,GSM4555887@122428823821230,normal,,0,0,,
156,GSM4555887@122428823858461,normal,,0,0,,
157,GSM4555887@122436428420900,normal,,0,0,,
158,GSM4555887@122436428871966,normal,,0,0,,
159,GSM4555887@122436428937054,normal,,0,0,,
160,GSM4555887@122436442831651,normal,,0,0,,
161,GSM4555887@122436443621166,normal,,0,0,,
162,GSM4555887@122436455451443,normal,,0,0,,
163,GSM4555887@122436455614316,normal,,0,0,,
164,GSM4555887@122436474231155,normal,,0,0,,
165,GSM4555887@122436474293534,normal,,0,0,,
166,GSM4555887@122436475111260,filtered,,2,0,,
167,GSM4555887@122514692524276,normal,,0,0,,
168,GSM4555887@122514705114990,normal,,0,0,,
169,GSM4555887@122514723163494,normal,,0,0,,
170,GSM4555887@125042414172524,normal,,0,0,,
171,GSM4555887@125042414730084,normal,,0,0,,
172,GSM4555887@125042414796059,normal,,0,0,,
173,GSM4555887@125042427288989,normal,,0,0,,
174,GSM4555887@125042445675445,normal,,0,0,,
175,GSM4555887@125197018614580,normal,,0,0,,
176,GSM4555887@125197018847019,filtered,,2,0,,
177,GSM4555887@125197033597340,filtered,,2,0,,
178,GSM4555887@125197065313510,tumor,,1,1,,
179,GSM4555887@125197065349469,normal,,0,0,,
180,GSM4555887@125239699823862,normal,,0,0,,
181,GSM4555887@125239700113261,filtered,,2,0,,
182,GSM4555887@125239700146485,normal,,0,0,,
183,GSM4555887@125239727119219,tumor,,1,1,,
184,GSM4555887@125239727180510,normal,,0,0,,
185,GSM4555887@125239727437726,normal,,0,0,,
186,GSM4555887@125239746259246,normal,,0,0,,
187,GSM4555887@125247350795173,normal,,0,0,,
188,GSM4555887@125247364970933,normal,,0,0,,
189,GSM4555887@125247365467499,normal,,0,0,,
190,GSM4555887@125247377500596,normal,,0,0,,
191,GSM4555887@125247377520492,normal,,0,0,,
192,GSM4555887@125247396179166,normal,,0,0,,
193,GSM4555887@125247396371228,normal,,0,0,,
194,GSM4555887@125247396730661,normal,,0,0,,
195,GSM4555887@125677920807652,normal,,0,0,,
196,GSM4555887@125677935410422,normal,,0,0,,
197,GSM4555887@125677935475108,normal,,0,0,,
198,GSM4555887@125677935680869,normal,,0,0,,
199,GSM4555887@125677935970035,filtered,,2,1,,
200,GSM4555887@125677967129835,normal,,0,0,,
201,GSM4555887@125719931177203,normal,,0,0,,
202,GSM4555887@125719931444532,filtered,,2,0,,
203,GSM4555887@125719945365363,normal,,0,0,,
204,GSM4555887@125719945623918,normal,,0,0,,
205,GSM4555887@125719946152803,normal,,0,0,,
206,GSM4555887@125719958178156,tumor,,1,1,,
207,GSM4555887@125719977548723,normal,,0,0,,
208,GSM4555887@125728252455347,normal,,0,0,,
209,GSM4555887@125728267091307,normal,,0,0,,
210,GSM4555887@125728267591004,normal,,0,0,,
211,GSM4555887@125728279706997,normal,,0,0,,
212,GSM4555887@125728280241971,normal,,0,0,,
213,GSM4555887@125728298253213,normal,,0,0,,
214,GSM4555887@125728298756846,filtered,,2,0,,
215,GSM4555887@125745297811755,normal,,0,0,,
216,GSM4555887@125745297836341,normal,,0,0,,
217,GSM4555887@125745298533283,normal,,0,0,,
218,GSM4555887@125745298586020,normal,,0,0,,
219,GSM4555887@125745312426915,normal,,0,0,,
220,GSM4555887@125745312679796,normal,,0,0,,
221,GSM4555887@125745312746716,normal,,0,0,,
222,GSM4555887@125745313212723,normal,,0,0,,
223,GSM4555887@125745313246579,tumor,,1,1,,
224,GSM4555887@125745325827950,normal,,0,0,,
225,GSM4555887@125745344761253,normal,,0,0,,
226,GSM4555887@126132113530268,normal,,0,0,,
227,GSM4555887@126132114049374,normal,,0,0,,
228,GSM4555887@126132127947700,normal,,0,0,,
229,GSM4555887@126132128795045,normal,,0,0,,
230,GSM4555887@126132140533606,filtered,,2,0,,
231,GSM4555887@126132140599532,normal,,0,0,,
232,GSM4555887@126149024929691,filtered,,2,0,,
233,GSM4555887@126149025000246,tumor,,1,1,,
234,GSM4555887@126149025281886,normal,,0,0,,
235,GSM4555887@126149052263669,normal,,0,0,,
236,GSM4555887@126149070907118,normal,,0,0,,
237,GSM4555887@126149071158134,tumor,,1,1,,
238,GSM4555887@126149071653148,normal,,0,0,,
239,GSM4555887@126218817953117,normal,,0,0,,
240,GSM4555887@126218833115998,normal,,0,0,,
241,GSM4555887@126218833189283,normal,,0,0,,
242,GSM4555887@126218845514467,normal,,0,0,,
243,GSM4555887@126218845514611,normal,,0,0,,
244,GSM4555887@126218864060213,normal,,0,0,,
245,GSM4555887@126218864904028,normal,,0,0,,
246,GSM4555887@126227542128483,normal,,0,0,,
247,GSM4555887@126227556723619,normal,,0,0,,
248,GSM4555887@126227556748723,tumor,,1,1,,
249,GSM4555887@126227556752110,normal,,0,0,,
250,GSM4555887@126227556756190,normal,,0,0,,
251,GSM4555887@126227569818413,normal,,0,0,,
252,GSM4555887@126227569855899,filtered,,2,1,,
253,GSM4555887@126293979843947,normal,,0,0,,
254,GSM4555887@126293979879260,normal,,0,0,,
255,GSM4555887@126293980661533,normal,,0,0,,
256,GSM4555887@126293994752756,normal,,0,0,,
257,GSM4555887@126293995019493,normal,,0,0,,
258,GSM4555887@126293995043678,normal,,0,0,,
259,GSM4555887@126294007433950,normal,,0,0,,
260,GSM4555887@126294007965491,normal,,0,0,,
261,GSM4555887@126294026799476,normal,,0,0,,
262,GSM4555887@126364041538861,normal,,0,0,,
263,GSM4555887@126364041735011,normal,,0,0,,
264,GSM4555887@126364042087667,normal,,0,0,,
265,GSM4555887@126364056185566,normal,,0,0,,
266,GSM4555887@126364056206196,normal,,0,0,,
267,GSM4555887@126364056709340,normal,,0,0,,
268,GSM4555887@126364087967030,normal,,0,0,,
269,GSM4555887@126364088449325,normal,,0,0,,
270,GSM4555887@126680929580901,normal,,0,0,,
271,GSM4555887@126680929590630,normal,,0,0,,
272,GSM4555887@126680929785646,normal,,0,0,,
273,GSM4555887@126680929811699,normal,,0,0,,
274,GSM4555887@126680929823142,normal,,0,0,,
275,GSM4555887@126680944557420,normal,,0,0,,
276,GSM4555887@126680944762213,normal,,0,0,,
277,GSM4555887@126680945023732,normal,,0,0,,
278,GSM4555887@126680957348131,normal,,0,0,,
279,GSM4555887@126680957410525,normal,,0,0,,
280,GSM4555887@126680957569780,normal,,0,0,,
281,GSM4555887@126680957609838,tumor,,1,1,,
282,GSM4555887@126680975726381,tumor,,1,1,,
283,GSM4555887@126681601142107,normal,,0,0,,
284,GSM4555887@126681601161572,normal,,0,0,,
285,GSM4555887@126681601239331,normal,,0,0,,
286,GSM4555887@126681615351203,normal,,0,0,,
287,GSM4555887@126681615812915,normal,,0,0,,
288,GSM4555887@126681627880758,normal,,0,0,,
289,GSM4555887@126681628437797,normal,,0,0,,
290,GSM4555887@126681628458229,filtered,,2,0,,
291,GSM4555887@126681646782758,filtered,,2,0,,
292,GSM4555887@126681646787484,normal,,0,0,,
293,GSM4555887@126681647299948,normal,,0,0,,
294,GSM4555887@126706296679262,normal,,0,0,,
295,GSM4555887@126706297490357,normal,,0,0,,
296,GSM4555887@126706311612267,normal,,0,0,,
297,GSM4555887@126706311972715,normal,,0,0,,
298,GSM4555887@126706323966772,tumor,,1,1,,
299,GSM4555887@126706324035308,normal,,0,0,,
300,GSM4555887@126706324453213,normal,,0,0,,
301,GSM4555887@126706343131037,normal,,0,0,,
302,GSM4555887@126706343602997,normal,,0,0,,
303,GSM4555887@126707773139684,normal,,0,0,,
304,GSM4555887@126765621202285,normal,,0,0,,
305,GSM4555887@126765621754276,normal,,0,0,,
306,GSM4555887@126765635914979,normal,,0,0,,
307,GSM4555887@126765636151652,normal,,0,0,,
308,GSM4555887@126765648210739,normal,,0,0,,
309,GSM4555887@126765648690395,normal,,0,0,,
310,GSM4555887@126765667608494,tumor,,1,1,,
311,GSM4555887@126776224167781,normal,,0,0,,
312,GSM4555887@126776224398579,normal,,0,0,,
313,GSM4555887@126776224429805,normal,,0,0,,
314,GSM4555887@126776224430507,normal,,0,0,,
315,GSM4555887@126776224697252,normal,,0,0,,
316,GSM4555887@126776238791011,normal,,0,0,,
317,GSM4555887@126776239372214,tumor,,1,1,,
318,GSM4555887@126776251398046,normal,,0,0,,
319,GSM4555887@126776251673397,normal,,0,0,,
320,GSM4555887@126776252000107,normal,,0,0,,
321,GSM4555887@126776270343523,normal,,0,0,,
322,GSM4555887@126834206195100,normal,,0,0,,
323,GSM4555887@126834221172581,normal,,0,0,,
324,GSM4555887@126834253117356,normal,,0,0,,
325,GSM4555887@126834253158820,normal,,0,0,,
326,GSM4555887@126835145796443,normal,,0,0,,
327,GSM4555887@126835146276068,normal,,0,0,,
328,GSM4555887@126835146279221,normal,,0,0,,
329,GSM4555887@126835146320100,normal,,0,0,,
330,GSM4555887@126835146475869,normal,,0,0,,
331,GSM4555887@126835160930092,normal,,0,0,,
332,GSM4555887@126835173248373,tumor,,1,1,,
333,GSM4555887@126835191827380,normal,,0,0,,
334,GSM4555887@126835191889142,tumor,,1,1,,
335,GSM4555887@126836622638515,normal,,0,0,,
336,GSM4555887@126836668328244,normal,,0,0,,
337,GSM4555887@126885746633564,normal,,0,0,,
338,GSM4555887@126885761277342,normal,,0,0,,
339,GSM4555887@126885761281395,normal,,0,0,,
340,GSM4555887@126885773039453,normal,,0,0,,
341,GSM4555887@126885773105515,normal,,0,0,,
342,GSM4555887@126885773334262,normal,,0,0,,
343,GSM4555887@126885773924652,normal,,0,0,,
344,GSM4555887@126885791906715,tumor,,1,1,,
345,GSM4555887@126885792176413,normal,,0,0,,
346,GSM4555887@126885792504029,tumor,,1,1,,
347,GSM4555887@126885792795356,filtered,,2,0,,
348,GSM4555887@126886686091054,filtered,,2,0,,
349,GSM4555887@126886686092517,normal,,0,0,,
350,GSM4555887@126886686116190,normal,,0,0,,
351,GSM4555887@126886686148381,normal,,0,0,,
352,GSM4555887@126886700018485,normal,,0,0,,
353,GSM4555887@126886700338404,normal,,0,0,,
354,GSM4555887@126886700596507,filtered,,2,0,,
355,GSM4555887@126886713190260,normal,,0,0,,
356,GSM4555887@129457492285150,normal,,0,0,,
357,GSM4555887@129457492481835,normal,,0,0,,
358,GSM4555887@129457506373043,normal,,0,0,,
359,GSM4555887@129457506601716,normal,,0,0,,
360,GSM4555887@129457506638126,normal,,0,0,,
361,GSM4555887@129457506970868,filtered,,2,0,,
362,GSM4555887@129457506970971,normal,,0,0,,
363,GSM4555887@129457507129244,normal,,0,0,,
364,GSM4555887@129457507163036,normal,,0,0,,
365,GSM4555887@129457519021422,normal,,0,0,,
366,GSM4555887@129457519487267,filtered,,2,0,,
367,GSM4555887@129457538361635,normal,,0,0,,
368,GSM4555887@129457538616036,normal,,0,0,,
369,GSM4555887@129497354419101,normal,,0,0,,
370,GSM4555887@129497354582956,normal,,0,0,,
371,GSM4555887@129497369373100,filtered,,2,0,,
372,GSM4555887@129497369533659,normal,,0,0,,
373,GSM4555887@129497369865437,normal,,0,0,,
374,GSM4555887@129497381624116,normal,,0,0,,
375,GSM4555887@129497382370077,tumor,,1,0,,
376,GSM4555887@129497382479667,normal,,0,0,,
377,GSM4555887@129497401015147,filtered,,2,0,,
378,GSM4555887@129497401027301,filtered,,2,0,,
379,GSM4555887@129565671737587,normal,,0,0,,
380,GSM4555887@129565685865396,normal,,0,0,,
381,GSM4555887@129565685897572,normal,,0,0,,
382,GSM4555887@129565698705205,normal,yes,0,0,,
383,GSM4555887@129565698709291,normal,,0,0,,
384,GSM4555887@129565698714334,filtered,,2,0,,
385,GSM4555887@129565699263261,normal,,0,0,,
386,GSM4555887@129565717850475,filtered,,2,0,,
387,GSM4555887@129582985242931,normal,,0,0,,
388,GSM4555887@129582985501981,normal,,0,0,,
389,GSM4555887@129582985570158,normal,,0,0,,
390,GSM4555887@129582985788851,normal,,0,0,,
391,GSM4555887@129582986120413,filtered,,2,0,,
392,GSM4555887@129583012605149,normal,,0,0,,
393,GSM4555887@129583012767604,normal,,0,0,,
394,GSM4555887@129583013059419,normal,,0,0,,
395,GSM4555887@129583013350173,normal,,0,0,,
396,GSM4555887@129663515970843,tumor,,1,1,,
397,GSM4555887@129663516236508,normal,,0,0,,
398,GSM4555887@129663530614197,normal,,0,0,,
399,GSM4555887@129663531437406,normal,,0,0,,
400,GSM4555887@129663543233902,normal,,0,0,,
401,GSM4555887@129663543471006,normal,,0,0,,
402,GSM4555887@129663543954348,normal,,0,0,,
403,GSM4555887@129663562275101,tumor,,1,1,,
404,GSM4555887@129663562333470,normal,,0,0,,
405,GSM4555887@129663562345189,normal,,0,0,,
406,GSM4555887@129663562631899,normal,,0,0,,
407,GSM4555887@129663562791779,tumor,,1,1,,
408,GSM4555887@129663562901278,normal,,0,0,,
409,GSM4555887@129978436803446,normal,,0,0,,
410,GSM4555887@129978436871979,normal,,0,0,,
411,GSM4555887@129978437680475,normal,,0,0,,
412,GSM4555887@130057579391902,normal,,0,0,,
413,GSM4555887@130057606482862,normal,,0,0,,
414,GSM4555887@130057606719916,normal,,0,0,,
415,GSM4555887@130057625353652,normal,,0,0,,
416,GSM4555887@130057625556900,normal,,0,0,,
417,GSM4555887@130057625782627,normal,,0,0,,
418,GSM4555887@130057625844659,normal,,0,0,,
419,GSM4555887@130126448122086,normal,,0,0,,
420,GSM4555887@130126460181862,normal,,0,0,,
421,GSM4555887@130126460861733,tumor,,1,1,,
422,GSM4555887@130126478986653,normal,,0,0,,
423,GSM4555887@130126479014238,filtered,,2,0,,
424,GSM4555887@130126479289571,normal,,0,0,,
425,GSM4555887@130126479775966,normal,,0,0,,
426,GSM4555887@130134888533422,normal,,0,0,,
427,GSM4555887@130134889360181,normal,,0,0,,
428,GSM4555887@130134903736627,normal,,0,0,,
429,GSM4555887@130134916642652,normal,,0,0,,
430,GSM4555887@130134935193973,normal,,0,0,,
431,GSM4555887@130134935451950,normal,,0,0,,
432,GSM4555887@130142285228268,normal,,0,0,,
433,GSM4555887@130142285252525,normal,,0,0,,
434,GSM4555887@130142285552043,normal,,0,0,,
435,GSM4555887@130142285806812,normal,,0,0,,
436,GSM4555887@130142285806892,normal,,0,0,,
437,GSM4555887@130142298061172,normal,,0,0,,
438,GSM4555887@130142298590443,normal,,0,0,,
439,GSM4555887@130142316714221,normal,,0,0,,
440,GSM4555887@130142316718366,normal,,0,0,,
441,GSM4555887@130144686430566,normal,,0,0,,
442,GSM4555887@130144687249181,normal,,0,0,,
443,GSM4555887@130144701639523,normal,,0,0,,
444,GSM4555887@130144701732660,normal,,0,0,,
445,GSM4555887@130144713726813,normal,,0,0,,
446,GSM4555887@130144713792740,normal,,0,0,,
447,GSM4555887@130144713984756,normal,,0,0,,
448,GSM4555887@130144714017693,filtered,,2,0,,
449,GSM4555887@130144732863269,normal,,0,0,,
450,GSM4555887@130184146468214,normal,,0,0,,
451,GSM4555887@130184146963291,normal,,0,0,,
452,GSM4555887@130184174066998,normal,,0,0,,
453,GSM4555887@130184193162083,normal,,0,0,,
454,GSM4555887@130184193202100,normal,,0,0,,
455,GSM4555887@130185488919837,normal,,0,0,,
456,GSM4555887@130185489205491,filtered,,2,0,,
457,GSM4555887@130185489397677,normal,,0,0,,
458,GSM4555887@130185489476516,normal,,0,0,,
459,GSM4555887@130185503295406,normal,,0,0,,
460,GSM4555887@130185503918836,filtered,,2,0,,
461,GSM4555887@130185504180965,normal,,0,0,,
462,GSM4555887@130185535567788,normal,,0,0,,
463,GSM4555887@130194213324659,filtered,,2,0,,
464,GSM4555887@130194227449197,normal,,0,0,,
465,GSM4555887@130194240822563,normal,,0,0,,
466,GSM4555887@130194259209132,tumor,,1,1,,
467,GSM4555887@130194259725686,normal,,0,0,,
468,GSM4555887@130194259798238,normal,,0,0,,
469,GSM4555887@130203876805494,normal,,0,0,,
470,GSM4555887@130203891162036,normal,,0,0,,
471,GSM4555887@130203891653861,normal,,0,0,,
472,GSM4555887@130203891710197,normal,,0,0,,
473,GSM4555887@130203891747036,filtered,,2,0,,
474,GSM4555887@130203903740710,normal,,0,0,,
475,GSM4555887@130203903814052,normal,,0,0,,
476,GSM4555887@130203904239902,normal,,0,0,,
477,GSM4555887@130203904600884,normal,,0,0,,
478,GSM4555887@130529086033324,normal,,0,0,,
479,GSM4555887@130529086073180,normal,,0,0,,
480,GSM4555887@130529086270307,normal,,0,0,,
481,GSM4555887@130529086335283,normal,,0,0,,
482,GSM4555887@130529100786403,tumor,,1,1,,
483,GSM4555887@130529101540596,normal,,0,0,,
484,GSM4555887@130529113331492,normal,,0,0,,
485,GSM4555887@130529113595165,tumor,,1,1,,
486,GSM4555887@130529113828188,normal,,0,0,,
487,GSM4555887@130529113885492,normal,,0,0,,
488,GSM4555887@130529132206900,normal,,0,0,,
489,GSM4555887@130529132243252,filtered,,2,0,,
490,GSM4555887@130529132923622,normal,,0,0,,
491,GSM4555887@130531367769948,filtered,,2,0,,
492,GSM4555887@130531368027941,normal,,0,0,,
493,GSM4555887@130531368221492,normal,,0,0,,
494,GSM4555887@130531368291164,normal,,0,0,,
495,GSM4555887@130531382716699,tumor,,1,0,,
496,GSM4555887@130531383261027,normal,,0,0,,
497,GSM4555887@130624783608548,normal,,0,0,,
498,GSM4555887@130624783760307,normal,,0,0,,
499,GSM4555887@130624798706398,normal,,0,0,,
500,GSM4555887@130624798711077,tumor,,1,1,,
501,GSM4555887@130624829451573,normal,,0,0,,
502,GSM4555887@130624829639084,normal,,0,0,,
503,GSM4555887@130624830200539,normal,,0,0,,
504,GSM4555887@130675115178421,normal,,0,0,,
505,GSM4555887@130675115485429,normal,,0,0,,
506,GSM4555887@130675129564571,normal,,0,0,,
507,GSM4555887@130675129571683,tumor,,1,0,,
508,GSM4555887@130675129628398,normal,,0,0,,
509,GSM4555887@130675142412597,normal,,0,0,,
510,GSM4555887@130675142444893,normal,,0,0,,
511,GSM4555887@130675142941484,normal,,0,0,,
512,GSM4555887@130675142944476,normal,,0,0,,
513,GSM4555887@130675161549155,normal,,0,0,,
514,GSM4555887@130693100846004,normal,,0,0,,
515,GSM4555887@130693115627438,normal,,0,0,,
516,GSM4555887@130693127420764,normal,,0,0,,
517,GSM4555887@130693127855454,normal,,0,0,,
518,GSM4555887@130693128178085,normal,,0,0,,
519,GSM4555887@130693146205046,normal,,0,0,,
520,GSM4555887@130693146536677,normal,,0,0,,
521,GSM4555887@130736318494636,normal,,0,0,,
522,GSM4555887@130736318541157,normal,,0,0,,
523,GSM4555887@130736333404390,normal,,0,0,,
524,GSM4555887@130736333735854,normal,,0,0,,
525,GSM4555887@130736364574446,normal,,0,0,,
526,GSM4555887@130736365135733,normal,,0,0,,
527,GSM4555887@130736365165915,tumor,,1,1,,
528,GSM4555887@130754437560670,normal,,0,0,,
529,GSM4555887@130754437900707,filtered,,2,0,,
530,GSM4555887@130754438089502,normal,,0,0,,
531,GSM4555887@130754464897387,normal,,0,0,,
532,GSM4555887@130754465160477,normal,,0,0,,
533,GSM4555887@130754484550899,normal,,0,0,,
534,GSM4555887@130761014601957,normal,,0,0,,
535,GSM4555887@130761029176165,normal,,0,0,,
536,GSM4555887@130761029500150,normal,,0,0,,
537,GSM4555887@130761041529638,normal,,0,0,,
538,GSM4555887@130761041860899,normal,,0,0,,
539,GSM4555887@130761041865587,filtered,,2,0,,
540,GSM4555887@130761042310958,normal,,0,0,,
541,GSM4555887@130761042312117,filtered,,2,0,,
542,GSM4555887@130761042323757,normal,,0,0,,
543,GSM4555887@130761060894579,normal,,0,0,,
544,GSM4555887@131089713748267,normal,,0,0,,
545,GSM4555887@131089713752988,tumor,,1,1,,
546,GSM4555887@131089714232118,normal,,0,0,,
547,GSM4555887@131089728166638,normal,,0,0,,
548,GSM4555887@131089728694643,normal,,0,0,,
549,GSM4555887@131089741244259,normal,,0,0,,
550,GSM4555887@131089741572955,normal,,0,0,,
551,GSM4555887@131089760206182,normal,,0,0,,
552,GSM4555887@131089760216860,normal,,0,0,,
