,Row.names,class,confidentNormal,pred,label,freq_cancer,freq_non_cancer
1099,GSM4555887@162001560230179,normal,,0,0,,
1100,GSM4555887@162001578998685,tumor,,1,1,,
1101,GSM4555887@162001579265331,normal,,0,0,,
1102,GSM4555887@162001579366646,normal,,0,0,,
1103,GSM4555887@162078842538782,normal,,0,0,,
1104,GSM4555887@162078842809573,normal,,0,0,,
1105,GSM4555887@162078869310237,normal,,0,0,,
1106,GSM4555887@162078869351334,normal,,0,0,,
1107,GSM4555887@162078869383404,normal,,0,0,,
1108,GSM4555887@162078870165220,normal,,0,0,,
1109,GSM4555887@162090653535094,filtered,,2,1,,
1110,GSM4555887@162090653771573,normal,,0,0,,
1111,GSM4555887@162090654001901,tumor,,1,1,,
1112,GSM4555887@162090667882348,filtered,,2,0,,
1113,GSM4555887@162090667956019,filtered,,2,0,,
1114,GSM4555887@162090668407646,normal,,0,0,,
1115,GSM4555887@162090668419876,normal,,0,0,,
1116,GSM4555887@162090668451574,normal,,0,0,,
1117,GSM4555887@162090668674411,normal,,0,0,,
1118,GSM4555887@162090668682590,normal,,0,0,,
1119,GSM4555887@164631931903261,normal,,0,0,,
1120,GSM4555887@164631932225779,normal,,0,0,,
1121,GSM4555887@164631932520877,tumor,,1,1,,
1122,GSM4555887@164631946385835,normal,,0,0,,
1123,GSM4555887@164631958928812,filtered,,2,0,,
1124,GSM4555887@164631959165662,normal,,0,0,,
1125,GSM4555887@164631959719147,normal,,0,0,,
1126,GSM4555887@164631977839902,normal,,0,0,,
1127,GSM4555887@164631977868724,normal,,0,0,,
1128,GSM4555887@164698906650853,normal,,0,0,,
1129,GSM4555887@164698906912613,normal,,0,0,,
1130,GSM4555887@164698907072310,normal,,0,0,,
1131,GSM4555887@164698933648742,normal,,0,0,,
1132,GSM4555887@164698934340019,normal,,0,0,,
1133,GSM4555887@164698953039220,normal,,0,0,,
1134,GSM4555887@164753399008053,normal,,0,0,,
1135,GSM4555887@164753399469878,filtered,,2,0,,
1136,GSM4555887@164753413695339,normal,,0,0,,
1137,GSM4555887@164753426307363,normal,,0,0,,
1138,GSM4555887@164753426795747,tumor,,1,1,,
1139,GSM4555887@164753444920028,normal,,0,0,,
1140,GSM4555887@164753445607260,normal,,0,0,,
1141,GSM4555887@164753445641566,normal,,0,0,,
1142,GSM4555887@164753445702427,normal,,0,0,,
1143,GSM4555887@164761049119469,filtered,,2,0,,
1144,GSM4555887@164761049151211,normal,,0,0,,
1145,GSM4555887@164761064032107,normal,,0,0,,
1146,GSM4555887@164761064032116,normal,,0,0,,
1147,GSM4555887@164761095493917,tumor,,1,1,,
1148,GSM4555887@164761095816941,normal,,0,0,,
1149,GSM4555887@164761096083244,normal,,0,0,,
1150,GSM4555887@164761096087262,normal,,0,0,,
1151,GSM4555887@164769520277236,tumor,,1,1,,
1152,GSM4555887@164769532623603,tumor,,1,1,,
1153,GSM4555887@164769550945139,normal,,0,0,,
1154,GSM4555887@164818762775779,normal,,0,0,,
1155,GSM4555887@164818763005171,normal,,0,0,,
1156,GSM4555887@164818777721758,normal,,0,0,,
1157,GSM4555887@164818777750244,normal,,0,0,,
1158,GSM4555887@164818777753901,normal,,0,0,,
1159,GSM4555887@164818808847667,normal,,0,0,,
1160,GSM4555887@164818809376051,filtered,,2,0,,
1161,GSM4555887@164818809740068,normal,,0,0,,
1162,GSM4555887@165164910239003,filtered,,2,0,,
1163,GSM4555887@165164910598379,normal,yes,0,0,,
1164,GSM4555887@165164910792044,normal,,0,0,,
1165,GSM4555887@165164937866028,normal,,0,0,,
1166,GSM4555887@165164956969308,normal,,0,0,,
1167,GSM4555887@165164957001565,normal,,0,0,,
1168,GSM4555887@165188398696245,normal,,0,0,,
1169,GSM4555887@165188398921510,tumor,,1,1,,
1170,GSM4555887@165188398925659,normal,,0,0,,
1171,GSM4555887@165188413287854,normal,,0,0,,
1172,GSM4555887@165188413901221,normal,,0,0,,
1173,GSM4555887@165188444470198,normal,,0,0,,
1174,GSM4555887@165232421747110,normal,,0,0,,
1175,GSM4555887@165232422115629,normal,,0,0,,
1176,GSM4555887@165232437278645,normal,,0,0,,
1177,GSM4555887@165232449083755,normal,,0,0,,
1178,GSM4555887@165232449382644,normal,,0,0,,
1179,GSM4555887@165232449533789,normal,,0,0,,
1180,GSM4555887@165232467961710,normal,,0,0,,
1181,GSM4555887@165232468671726,tumor,,1,1,,
1182,GSM4555887@165232468740468,normal,,0,0,,
1183,GSM4555887@165232468743900,filtered,,2,0,,
1184,GSM4555887@165232468773726,normal,,0,0,,
1185,GSM4555887@165302215597476,normal,,0,0,,
1186,GSM4555887@165302215818526,normal,,0,0,,
1187,GSM4555887@165302230210348,normal,,0,0,,
1188,GSM4555887@165302230211941,normal,,0,0,,
1189,GSM4555887@165302230215460,tumor,,1,1,,
1190,GSM4555887@165302242327835,normal,,0,0,,
1191,GSM4555887@165302242494773,normal,,0,0,,
1192,GSM4555887@165302242765086,normal,,0,0,,
1193,GSM4555887@165302261438195,tumor,,1,1,,
1194,GSM4555887@165302261631331,normal,,0,0,,
1195,GSM4555887@165325568892212,normal,,0,0,,
1196,GSM4555887@165325569124790,tumor,,1,1,,
1197,GSM4555887@165325569682341,normal,,0,0,,
1198,GSM4555887@165325583572396,normal,,0,0,,
1199,GSM4555887@165325583629606,normal,,0,0,,
1200,GSM4555887@165325596478261,normal,,0,0,,
1201,GSM4555887@165325615585076,normal,,0,0,,
1202,GSM4555887@165327850825950,filtered,,2,0,,
1203,GSM4555887@165327850891118,normal,yes,0,0,,
1204,GSM4555887@165327866120613,normal,,0,0,,
1205,GSM4555887@165327896759660,normal,,0,0,,
1206,GSM4555887@165327897291100,normal,,0,0,,
1207,GSM4555887@165327897480491,tumor,,1,1,,
1208,GSM4555887@165385698732339,normal,,0,0,,
1209,GSM4555887@165385698752286,normal,,0,0,,
1210,GSM4555887@165385725995934,normal,,0,0,,
1211,GSM4555887@165385726487973,normal,,0,0,,
1212,GSM4555887@165385744541603,normal,,0,0,,
1213,GSM4555887@165385744570149,tumor,,1,1,,
1214,GSM4555887@165738959465310,filtered,,2,0,,
1215,GSM4555887@165738959523230,normal,,0,0,,
1216,GSM4555887@165738959759259,normal,,0,0,,
1217,GSM4555887@165738960307997,normal,,0,0,,
1218,GSM4555887@165738974439260,normal,,0,0,,
1219,GSM4555887@165738974734238,normal,,0,0,,
1220,GSM4555887@165738974928165,normal,,0,0,,
1221,GSM4555887@165738986756957,filtered,,2,0,,
1222,GSM4555887@165738987515292,normal,,0,0,,
1223,GSM4555887@165738987542756,normal,,0,0,,
1224,GSM4555887@165738987604700,filtered,,2,0,,
1225,GSM4555887@165741375416227,normal,,0,0,,
1226,GSM4555887@165741375469411,normal,,0,0,,
1227,GSM4555887@165741375477468,normal,,0,0,,
1228,GSM4555887@165741375740636,normal,,0,0,,
1229,GSM4555887@165741376005989,normal,,0,0,,
1230,GSM4555887@165741376190364,tumor,,1,1,,
1231,GSM4555887@165741390124982,tumor,,1,1,,
1232,GSM4555887@165741390653174,normal,,0,0,,
1233,GSM4555887@165741390903158,filtered,,2,0,,
1234,GSM4555887@165741402937198,normal,,0,0,,
1235,GSM4555887@165741403268845,normal,,0,0,,
1236,GSM4555887@165741403527451,normal,,0,0,,
1237,GSM4555887@165741421513587,normal,,0,0,,
1238,GSM4555887@165741421816116,normal,,0,0,,
1239,GSM4555887@165851836628195,filtered,,2,0,,
1240,GSM4555887@165851883329460,normal,,0,0,,
1241,GSM4555887@165851883555188,normal,,0,0,,
1242,GSM4555887@165858428181925,tumor,,1,1,,
1243,GSM4555887@165858428184435,normal,,0,0,,
1244,GSM4555887@165858428709171,normal,,0,0,,
1245,GSM4555887@165858459676067,normal,,0,0,,
1246,GSM4555887@165858459937715,filtered,,2,0,,
1247,GSM4555887@165858460256179,normal,,0,0,,
1248,GSM4555887@165860292343653,normal,yes,0,0,,
1249,GSM4555887@165860292873052,normal,,0,0,,
1250,GSM4555887@165860307060965,normal,,0,0,,
1251,GSM4555887@165860307233197,normal,,0,0,,
1252,GSM4555887@165860307754340,normal,,0,0,,
1253,GSM4555887@165860307855139,tumor,,1,1,,
1254,GSM4555887@165860320070061,normal,,0,0,,
1255,GSM4555887@165860320430819,normal,,0,0,,
1256,GSM4555887@165860338489251,normal,,0,0,,
1257,GSM4555887@165860338525996,tumor,,1,1,,
1258,GSM4555887@165860338710949,filtered,,2,0,,
1259,GSM4555887@165860338985371,tumor,,1,0,,
1260,GSM4555887@165945520809819,normal,,0,0,,
1261,GSM4555887@165945521391389,normal,,0,0,,
1262,GSM4555887@165945535576804,normal,,0,0,,
1263,GSM4555887@165945536006893,normal,,0,0,,
1264,GSM4555887@165945547901670,normal,,0,0,,
1265,GSM4555887@165945548139747,normal,,0,0,,
1266,GSM4555887@165945548171996,filtered,,2,0,,
1267,GSM4555887@165945548663029,filtered,,2,0,,
1268,GSM4555887@165945566684902,normal,,0,0,,
1269,GSM4555887@165945566706526,normal,,0,0,,
1270,GSM4555887@165945567505309,normal,,0,0,,
1271,GSM4555887@165945567536862,normal,,0,0,,
1272,GSM4555887@165946191890349,normal,,0,0,,
1273,GSM4555887@165946191890733,normal,,0,0,,
1274,GSM4555887@165946218953947,normal,,0,0,,
1275,GSM4555887@165946219187508,normal,,0,0,,
1276,GSM4555887@165946219453275,normal,,0,0,,
1277,GSM4555887@165946237865395,normal,,0,0,,
1278,GSM4555887@165946237868837,normal,,0,0,,
1279,GSM4555887@166264153529565,normal,,0,0,,
1280,GSM4555887@166264168367988,normal,,0,0,,
1281,GSM4555887@166264168437548,normal,,0,0,,
1282,GSM4555887@166264168954667,normal,,0,0,,
1283,GSM4555887@166264181050093,normal,,0,0,,
1284,GSM4555887@166264181311388,filtered,,2,0,,
1285,GSM4555887@166264200345909,normal,,0,0,,
1286,GSM4555887@166288044276013,filtered,,2,0,,
1287,GSM4555887@166288044541812,normal,,0,0,,
1288,GSM4555887@166288044551525,normal,,0,0,,
1289,GSM4555887@166288045071133,normal,,0,0,,
1290,GSM4555887@166288058923811,normal,,0,0,,
1291,GSM4555887@166288071473054,normal,,0,0,,
1292,GSM4555887@166288071481197,tumor,,1,1,,
1293,GSM4555887@166288072010675,normal,,0,0,,
1294,GSM4555887@166288090393510,normal,,0,0,,
1295,GSM4555887@166288090394028,normal,,0,0,,
1296,GSM4555887@166288091109677,normal,,0,0,,
1297,GSM4555887@166290862791988,normal,,0,0,,
1298,GSM4555887@166290863050155,normal,,0,0,,
1299,GSM4555887@166290877438307,normal,,0,0,,
1300,GSM4555887@166290877794678,normal,,0,0,,
1301,GSM4555887@166290877994796,normal,,0,0,,
1302,GSM4555887@166290890307436,filtered,,2,0,,
1303,GSM4555887@166290890341155,normal,yes,0,0,,
1304,GSM4555887@166290890898331,normal,,0,0,,
1305,GSM4555887@166290909161894,normal,,0,0,,
1306,GSM4555887@166290909190005,tumor,,1,1,,
1307,GSM4555887@166332067601691,normal,,0,0,,
1308,GSM4555887@166332067855276,normal,,0,0,,
1309,GSM4555887@166332067855286,filtered,,2,0,,
1310,GSM4555887@166332082632548,normal,,0,0,,
1311,GSM4555887@166332083063518,normal,,0,0,,
1312,GSM4555887@166332083063533,normal,,0,0,,
1313,GSM4555887@166332094921947,normal,,0,0,,
1314,GSM4555887@166332094967005,filtered,,2,0,,
1315,GSM4555887@166332095186661,filtered,,2,0,,
1316,GSM4555887@166332113766763,normal,,0,0,,
1317,GSM4555887@166332113999598,normal,,0,0,,
1318,GSM4555887@166351395732771,normal,,0,0,,
1319,GSM4555887@166351409691508,normal,,0,0,,
1320,GSM4555887@166351409692067,normal,,0,0,,
1321,GSM4555887@166351409966309,normal,,0,0,,
1322,GSM4555887@166351410248987,normal,,0,0,,
1323,GSM4555887@166351410411371,normal,,0,0,,
1324,GSM4555887@166351410522483,normal,,0,0,,
1325,GSM4555887@166351422215917,normal,,0,0,,
1326,GSM4555887@166351422569718,tumor,,1,1,,
1327,GSM4555887@166351422835116,normal,,0,0,,
1328,GSM4555887@166351441182132,normal,,0,0,,
1329,GSM4555887@166400399686365,normal,,0,0,,
1330,GSM4555887@166400411715933,normal,,0,0,,
1331,GSM4555887@166400411777755,normal,,0,0,,
1332,GSM4555887@166400411953012,normal,,0,0,,
1333,GSM4555887@166400412535205,normal,,0,0,,
1334,GSM4555887@166400431110003,normal,,0,0,,
1335,GSM4555887@166402801163123,normal,,0,0,,
1336,GSM4555887@166402815019868,filtered,,2,0,,
1337,GSM4555887@166402815867691,normal,,0,0,,
1338,GSM4555887@166402827709300,normal,,0,0,,
1339,GSM4555887@166402827937717,normal,,0,0,,
1340,GSM4555887@166402828164451,normal,,0,0,,
1341,GSM4555887@166402846779230,filtered,,2,0,,
1342,GSM4555887@166402846799710,normal,,0,0,,
1343,GSM4555887@166402847066357,normal,,0,0,,
1344,GSM4555887@166402847259886,tumor,,1,1,,
1345,GSM4555887@166402847264043,normal,,0,0,,
1346,GSM4555887@166416907889571,normal,,0,0,,
1347,GSM4555887@166416908502877,normal,,0,0,,
1348,GSM4555887@166416920529310,normal,,0,0,,
1349,GSM4555887@166416921287476,normal,,0,0,,
1350,GSM4555887@166416921312115,normal,,0,0,,
1351,GSM4555887@166416940124059,normal,,0,0,,
1352,GSM4555887@166469238704988,tumor,,1,1,,
1353,GSM4555887@166469252861171,normal,,0,0,,
1354,GSM4555887@166469253581684,normal,,0,0,,
1355,GSM4555887@166469265413997,normal,,0,0,,
1356,GSM4555887@166469266259363,normal,,0,0,,
1357,GSM4555887@169014006508317,normal,,0,0,,
1358,GSM4555887@169014021189038,normal,,0,0,,
1359,GSM4555887@169014033567067,normal,,0,0,,
1360,GSM4555887@169014033857830,normal,,0,0,,
1361,GSM4555887@169014034053414,normal,,0,0,,
1362,GSM4555887@169014034283870,normal,,0,0,,
1363,GSM4555887@169014052896029,normal,,0,0,,
1364,GSM4555887@169014052899245,normal,,0,0,,
1365,GSM4555887@169022462056156,normal,,0,0,,
1366,GSM4555887@169022477221219,normal,,0,0,,
1367,GSM4555887@169022477261219,tumor,,1,1,,
1368,GSM4555887@169022489540956,filtered,,2,0,,
1369,GSM4555887@169022489835894,filtered,,2,0,,
1370,GSM4555887@169027831220077,normal,,0,0,,
1371,GSM4555887@169027845712739,normal,,0,0,,
1372,GSM4555887@169027858778414,normal,,0,0,,
1373,GSM4555887@169027877059485,normal,,0,0,,
1374,GSM4555887@169082606448035,normal,,0,0,,
1375,GSM4555887@169082606701492,normal,,0,0,,
1376,GSM4555887@169082619059509,normal,,0,0,,
1377,GSM4555887@169082619546356,normal,,0,0,,
1378,GSM4555887@169082637736171,normal,,0,0,,
1379,GSM4555887@169082638457563,tumor,,1,1,,
1380,GSM4555887@169151713724725,normal,,0,0,,
1381,GSM4555887@169151714416428,filtered,,2,0,,
1382,GSM4555887@169151728368051,normal,,0,0,,
1383,GSM4555887@169151728568171,filtered,,2,0,,
1384,GSM4555887@169151728635107,normal,,0,0,,
1385,GSM4555887@169151728838899,normal,,0,0,,
1386,GSM4555887@169151728871275,normal,,0,0,,
1387,GSM4555887@169151740955358,normal,,0,0,,
1388,GSM4555887@169151740991331,tumor,,1,1,,
1389,GSM4555887@169151741246710,normal,,0,0,,
1390,GSM4555887@169151741442347,normal,,0,0,,
1391,GSM4555887@169151741750052,normal,,0,0,,
1392,GSM4555887@169151760095654,normal,,0,0,,
1393,GSM4555887@169151760578291,normal,,0,0,,
1394,GSM4555887@169151760584027,normal,,0,0,,
1395,GSM4555887@169156948224365,normal,,0,0,,
1396,GSM4555887@169156948408757,normal,,0,0,,
1397,GSM4555887@169156948478190,normal,,0,0,,
1398,GSM4555887@169156963129059,normal,,0,0,,
1399,GSM4555887@169156963683171,normal,,0,0,,
1400,GSM4555887@169156975647965,normal,,0,0,,
1401,GSM4555887@169156975708524,normal,,0,0,,
1402,GSM4555887@169156975901485,filtered,,2,0,,
1403,GSM4555887@169156976209124,normal,,0,0,,
1404,GSM4555887@169156995107125,normal,,0,0,,
1405,GSM4555887@169158156119278,normal,,0,0,,
1406,GSM4555887@169158156905197,normal,,0,0,,
1407,GSM4555887@169158170753388,normal,,0,0,,
1408,GSM4555887@169158171389275,normal,,0,0,,
1409,GSM4555887@169158183675684,normal,,0,0,,
1410,GSM4555887@169158183709404,normal,,0,0,,
1411,GSM4555887@169158184191723,filtered,,2,0,,
1412,GSM4555887@169158202476916,normal,,0,0,,
1413,GSM4555887@169158202768244,tumor,,1,1,,
1414,GSM4555887@169158827273051,normal,,0,0,,
1415,GSM4555887@169158827752156,normal,,0,0,,
1416,GSM4555887@169158854764469,normal,,0,0,,
1417,GSM4555887@169158855059316,tumor,,1,1,,
1418,GSM4555887@169158855220645,normal,,0,0,,
1419,GSM4555887@169158855248812,normal,,0,0,,
1420,GSM4555887@169158873668918,normal,,0,0,,
1421,GSM4555887@169158873893109,tumor,,1,1,,
1422,GSM4555887@169158873898268,normal,,0,0,,
1423,GSM4555887@169158873922286,normal,,0,0,,
1424,GSM4555887@169174262832548,normal,,0,0,,
1425,GSM4555887@169174277242220,normal,,0,0,,
1426,GSM4555887@169174289804061,normal,,0,0,,
1427,GSM4555887@169174308604836,normal,,0,0,,
1428,GSM4555887@169174308640629,tumor,,1,1,,
1429,GSM4555887@169174308972254,filtered,,2,0,,
1430,GSM4555887@169572486311148,normal,,0,0,,
1431,GSM4555887@169572501445979,normal,,0,0,,
1432,GSM4555887@169572501702900,normal,,0,0,,
1433,GSM4555887@169572514090204,normal,,0,0,,
1434,GSM4555887@169572514261238,normal,,0,0,,
1435,GSM4555887@169572532348835,filtered,,2,0,,
1436,GSM4555887@169579734559579,normal,,0,0,,
1437,GSM4555887@169579734788917,tumor,,1,1,,
1438,GSM4555887@169579749170395,normal,,0,0,,
1439,GSM4555887@169579749227766,normal,,0,0,,
1440,GSM4555887@169579761494452,tumor,,1,1,,
1441,GSM4555887@169579762116331,normal,,0,0,,
1442,GSM4555887@169579780127157,normal,,0,0,,
1443,GSM4555887@169579780664243,normal,,0,0,,
1444,GSM4555887@169579780959531,normal,,0,0,,
1445,GSM4555887@169587518860131,tumor,,1,1,,
1446,GSM4555887@169587519142701,filtered,,2,0,,
1447,GSM4555887@169587533367662,normal,,0,0,,
1448,GSM4555887@169587533626084,normal,,0,0,,
1449,GSM4555887@169587545947419,tumor,,1,1,,
1450,GSM4555887@169587564755374,normal,,0,0,,
1451,GSM4555887@169587564821875,tumor,,1,1,,
1452,GSM4555887@169587565029235,normal,,0,0,,
1453,GSM4555887@169587565062955,normal,,0,0,,
1454,GSM4555887@169587565575470,normal,,0,0,,
1455,GSM4555887@169723749878580,normal,,0,0,,
1456,GSM4555887@169723776952734,normal,,0,0,,
1457,GSM4555887@169723796569390,normal,,0,0,,
1458,GSM4555887@169727105382307,normal,,0,0,,
1459,GSM4555887@169727120231348,tumor,,1,1,,
1460,GSM4555887@169727132322589,normal,,0,0,,
1461,GSM4555887@169727151171491,normal,,0,0,,
1462,GSM4555887@169727151434587,tumor,,1,1,,
1463,GSM4555887@169768846740270,normal,,0,0,,
1464,GSM4555887@169768846745003,normal,,0,0,,
1465,GSM4555887@169768847099701,normal,,0,0,,
1466,GSM4555887@169768847104235,normal,,0,0,,
1467,GSM4555887@169768847326436,normal,,0,0,,
1468,GSM4555887@169768847522654,normal,,0,0,,
1469,GSM4555887@169768874568997,normal,,0,0,,
1470,GSM4555887@169768874794347,normal,,0,0,,
1471,GSM4555887@169768893463395,normal,,0,0,,
1472,GSM4555887@169768893692651,normal,,0,0,,
1473,GSM4555887@169793543157982,normal,,0,0,,
1474,GSM4555887@169793557556524,normal,,0,0,,
1475,GSM4555887@169793557580149,normal,,0,0,,
1476,GSM4555887@169793557784883,filtered,,2,0,,
1477,GSM4555887@169793570134379,normal,,0,0,,
1478,GSM4555887@169793570171188,normal,,0,0,,
1479,GSM4555887@169793570879278,normal,,0,0,,
1480,GSM4555887@169793589275875,normal,,0,0,,
1481,GSM4555887@169793589722350,normal,,0,0,,
1482,GSM4555887@169794751027051,normal,,0,0,,
1483,GSM4555887@169794751032093,normal,,0,0,,
1484,GSM4555887@169794751053043,filtered,,2,0,,
1485,GSM4555887@169794751544611,normal,,0,0,,
1486,GSM4555887@169794765437292,normal,,0,0,,
1487,GSM4555887@169794765514614,normal,,0,0,,
1488,GSM4555887@169794778819891,normal,,0,0,,
1489,GSM4555887@169794797529371,normal,,0,0,,
1490,GSM4555887@169795556850979,normal,,0,0,,
1491,GSM4555887@169795556886950,normal,,0,0,,
1492,GSM4555887@169795583593326,normal,,0,0,,
1493,GSM4555887@170137140280108,normal,,0,0,,
1494,GSM4555887@170137141032798,normal,,0,0,,
1495,GSM4555887@170137141071069,normal,,0,0,,
1496,GSM4555887@170137155221237,normal,,0,0,,
1497,GSM4555887@170137186319286,normal,,0,0,,
1498,GSM4555887@170137186422195,normal,,0,0,,
1499,GSM4555887@170137187116894,normal,,0,0,,
1500,GSM4555887@170180358298460,tumor,,1,1,,
1501,GSM4555887@170180358616934,tumor,,1,1,,
1502,GSM4555887@170180358916979,normal,,0,0,,
1503,GSM4555887@170180373592492,normal,,0,0,,
1504,GSM4555887@170180373822691,filtered,,2,1,,
1505,GSM4555887@170180385585054,normal,,0,0,,
1506,GSM4555887@170180404471605,normal,,0,0,,
1507,GSM4555887@170180405283188,normal,,0,0,,
1508,GSM4555887@170181029383094,normal,,0,0,,
1509,GSM4555887@170181029739374,normal,,0,0,,
1510,GSM4555887@170181030205684,normal,,0,0,,
1511,GSM4555887@170181056648926,normal,,0,0,,
1512,GSM4555887@170181056687403,normal,,0,0,,
1513,GSM4555887@170181057009955,normal,,0,0,,
1514,GSM4555887@170181057460637,normal,,0,0,,
1515,GSM4555887@170181076375260,normal,,0,0,,
1516,GSM4555887@170198344354140,normal,,0,0,,
1517,GSM4555887@170198358477726,normal,,0,0,,
1518,GSM4555887@170198390232821,normal,,0,0,,
1519,GSM4555887@170199686244149,tumor,,1,1,,
1520,GSM4555887@170199686506798,filtered,,2,0,,
1521,GSM4555887@170199700434229,normal,,0,0,,
1522,GSM4555887@170199700859747,normal,,0,0,,
1523,GSM4555887@170199700892084,normal,,0,0,,
1524,GSM4555887@170199713245925,normal,,0,0,,
1525,GSM4555887@170199713531804,normal,,0,0,,
1526,GSM4555887@170199731793134,normal,,0,0,,
1527,GSM4555887@170199732349291,normal,,0,0,,
1528,GSM4555887@170199732571435,normal,,0,0,,
1529,GSM4555887@170199732607198,normal,,0,0,,
1530,GSM4555887@170258473041270,normal,,0,0,,
1531,GSM4555887@170258473531181,normal,,0,0,,
1532,GSM4555887@170258487733045,normal,,0,0,,
1533,GSM4555887@170258488028389,filtered,,2,0,,
1534,GSM4555887@170258500578014,normal,,0,0,,
1535,GSM4555887@170258500643628,normal,,0,0,,
1536,GSM4555887@170265183968614,normal,yes,0,0,,
1537,GSM4555887@170265198876974,normal,,0,0,,
1538,GSM4555887@170265199425254,normal,,0,0,,
1539,GSM4555887@170265211201382,filtered,,2,0,,
1540,GSM4555887@170265211223413,normal,,0,0,,
1541,GSM4555887@170265211419061,normal,,0,0,,
1542,GSM4555887@170265230038900,normal,,0,0,,
1543,GSM4555887@170265230096310,normal,,0,0,,
1544,GSM4555887@170265230301469,normal,,0,0,,
1545,GSM4555887@170265230404532,normal,,0,0,,
1546,GSM4555887@170265230600483,normal,,0,0,,
1547,GSM4555887@170268002728876,normal,,0,0,,
1548,GSM4555887@170268002839909,normal,,0,0,,
1549,GSM4555887@170268003024307,normal,,0,0,,
1550,GSM4555887@170268017768820,normal,,0,0,,
1551,GSM4555887@170268030359846,normal,,0,0,,
1552,GSM4555887@170268030520155,normal,,0,0,,
1553,GSM4555887@170268048930654,normal,,0,0,,
1554,GSM4555887@170268049200869,normal,,0,0,,
1555,GSM4555887@170268049496347,tumor,,1,1,,
1556,GSM4555887@170276726724316,normal,,0,0,,
1557,GSM4555887@170276727417142,filtered,,2,0,,
1558,GSM4555887@170276741330796,filtered,,2,0,,
1559,GSM4555887@170276741671340,normal,,0,0,,
1560,GSM4555887@170276742089124,normal,,0,0,,
1561,GSM4555887@170276753922356,normal,,0,0,,
1562,GSM4555887@170276754175852,normal,,0,0,,
1563,GSM4555887@170276773062964,tumor,,1,1,,
1564,GSM4555887@170276773091165,normal,,0,0,,
1565,GSM4555887@170276773346654,tumor,,1,1,,
1566,GSM4555887@170276773378798,normal,,0,0,,
1567,GSM4555887@170276773607278,normal,,0,0,,
1568,GSM4555887@170327461030747,tumor,,1,1,,
1569,GSM4555887@170327461182771,filtered,,2,0,,
1570,GSM4555887@170327461190941,filtered,,2,1,,
1571,GSM4555887@170327461715245,normal,,0,0,,
1572,GSM4555887@170327476189931,normal,,0,0,,
1573,GSM4555887@170327488190301,filtered,,2,0,,
1574,GSM4555887@170327488260828,tumor,,1,1,,
1575,GSM4555887@170327488813796,normal,,0,0,,
1576,GSM4555887@170327507844334,normal,,0,0,,
1577,GSM4555887@170343432927005,normal,,0,0,,
1578,GSM4555887@170343432931637,tumor,,1,1,,
1579,GSM4555887@170343433193332,normal,,0,0,,
1580,GSM4555887@170343433353005,filtered,,2,0,,
1581,GSM4555887@170343433451358,normal,,0,0,,
1582,GSM4555887@170343447816478,normal,,0,0,,
1583,GSM4555887@170343447882595,normal,,0,0,,
1584,GSM4555887@170343448406299,normal,,0,0,,
1585,GSM4555887@170343460158837,normal,,0,0,,
1586,GSM4555887@170343460625821,normal,,0,0,,
1587,GSM4555887@170343460953395,normal,,0,0,,
1588,GSM4555887@170343479032108,filtered,,2,0,,
1589,GSM4555887@170343479294387,normal,,0,0,,
1590,GSM4555887@170344372648373,normal,,0,0,,
1591,GSM4555887@170344372956067,normal,,0,0,,
1592,GSM4555887@170344373217523,normal,,0,0,,
1593,GSM4555887@170344387295670,normal,,0,0,,
1594,GSM4555887@170344399661812,normal,,0,0,,
1595,GSM4555887@170344399686046,normal,,0,0,,
1596,GSM4555887@170344399910764,normal,,0,0,,
1597,GSM4555887@170344400403373,normal,,0,0,,
1598,GSM4555887@170344418594227,normal,,0,0,,
1599,GSM4555887@170660052528429,normal,,0,0,,
1600,GSM4555887@170660067401125,normal,,0,0,,
1601,GSM4555887@170660067756332,normal,,0,0,,
1602,GSM4555887@170660080577371,normal,,0,0,,
1603,GSM4555887@170660080577821,normal,,0,0,,
1604,GSM4555887@170660098685165,normal,,0,0,,
1605,GSM4555887@170660098927389,normal,,0,0,,
1606,GSM4555887@170660099452203,normal,,0,0,,
1607,GSM4555887@170745951833012,normal,,0,0,,
1608,GSM4555887@170745952167651,normal,,0,0,,
1609,GSM4555887@170745952627422,normal,,0,0,,
1610,GSM4555887@170745967299947,normal,,0,0,,
1611,GSM4555887@170745979165606,normal,,0,0,,
1612,GSM4555887@170745979685292,normal,,0,0,,
1613,GSM4555887@170745997938022,normal,,0,0,,
1614,GSM4555887@170745998273958,normal,,0,0,,
1615,GSM4555887@170798565444404,normal,,0,0,,
1616,GSM4555887@170798579825579,tumor,,1,1,,
1617,GSM4555887@170798579857260,normal,,0,0,,
1618,GSM4555887@170798579894691,normal,,0,0,,
1619,GSM4555887@170798592486643,normal,,0,0,,
1620,GSM4555887@170798592506716,normal,,0,0,,
1621,GSM4555887@170798592510694,normal,,0,0,,
1622,GSM4555887@170798593195358,normal,,0,0,,
1623,GSM4555887@170798593238774,normal,,0,0,,
1624,GSM4555887@170798611557156,normal,,0,0,,
1625,GSM4555887@170798611647925,normal,,0,0,,
1626,GSM4555887@170798611879732,normal,,0,0,,
1627,GSM4555887@170877887888629,normal,,0,0,,
1628,GSM4555887@170877902534508,normal,,0,0,,
1629,GSM4555887@170877902834915,normal,,0,0,,
1630,GSM4555887@170877903103902,normal,,0,0,,
